Name;Surname;Username;Email alias;Managerial level;Manager;Office;OU Level 1 - Country;OU Level 2 - Office;Password;Groups;Owner of groups
Justice;Morse;JusMor01;Justice.Morse@contoso.com;5;ClaSav01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo26,GroupNo91,GroupNo155,GroupNo208;
Micah;Gould;MicGou01;Micah.Gould@contoso.com;5;ArtBra01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo96,GroupNo225,GroupNo231;
Theodore;Chapman;TheCha01;Theodore.Chapman@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo86;
Miah;Goff;MiaGof01;Miah.Goff@contoso.com;5;MarGoo01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo78,GroupNo226;
Gianni;Boyer;GiaBoy01;Gianni.Boyer@contoso.com;5;EstKin01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo22,GroupNo71,GroupNo77;GroupNo126
Veronica;Nguyen;VerNgu01;Veronica.Nguyen@contoso.com;5;ReiKau01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users;
Bristol;Gibbs;BriGib01;Bristol.Gibbs@contoso.com;5;GraMck01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo94,GroupNo178;
Damari;Hays;DamHay01;Damari.Hays@contoso.com;5;FerKni01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo175;
Aaliyah;Roth;AalRot01;Aaliyah.Roth@contoso.com;5;PaiOwe01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo165,GroupNo211;
Chana;Bender;ChaBen01;Chana.Bender@contoso.com;5;LinCas01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo29,GroupNo46,GroupNo56,GroupNo154,GroupNo194;
Hunter;Lester;HunLes01;Hunter.Lester@contoso.com;5;CreHol01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo85,GroupNo110;
Sawyer;Robles;SawRob01;Sawyer.Robles@contoso.com;5;AroQui01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo80;
Waylon;Mcguire;WayMcg01;Waylon.Mcguire@contoso.com;5;AliTer01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo98,GroupNo162,GroupNo181;
Ella;Ashley;EllAsh01;Ella.Ashley@contoso.com;5;KieKei01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo33,GroupNo123;
Malayah;Gill;MalGil01;Malayah.Gill@contoso.com;5;TayMcl01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo82,GroupNo100;
Paola;Stevenson;PaoSte01;Paola.Stevenson@contoso.com;5;ColWya01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo42,GroupNo132;
Jayla;Holloway;JayHol01;Jayla.Holloway@contoso.com;5;GriFly01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo130;
Remi;Watts;RemWat01;Remi.Watts@contoso.com;5;ClaSav01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo7,GroupNo155;
Aliyah;Slater;AliSla01;Aliyah.Slater@contoso.com;5;JovLan01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo135;
Howard;Hendrix;HowHen01;Howard.Hendrix@contoso.com;5;LouFra01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo112,GroupNo130;
Madalyn;Bond;MadBon01;Madalyn.Bond@contoso.com;5;EzeLov01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo161,GroupNo169;
Tristan;Mayer;TriMay01;Tristan.Mayer@contoso.com;5;MarWar01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo158;
Izabella;Scott;IzaSco01;Izabella.Scott@contoso.com;5;KasFre01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo10,GroupNo157,GroupNo174;
Gracelynn;Doyle;GraDoy01;Gracelynn.Doyle@contoso.com;5;GenBri01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo117;
Nora;Nash;NorNas01;Nora.Nash@contoso.com;5;OdiGle01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo208,GroupNo229;
Jessica;Hurley;JesHur01;Jessica.Hurley@contoso.com;5;EliMad01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo111,GroupNo182,GroupNo196;
Willow;Wyatt;WilWya01;Willow.Wyatt@contoso.com;5;BilSha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Reuben;Murray;ReuMur01;Reuben.Murray@contoso.com;5;OdiGle01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo34,GroupNo72,GroupNo84;GroupNo101
Skyler;Harrell;SkyHar01;Skyler.Harrell@contoso.com;5;OdiGle01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo141,GroupNo203;
Julianna;Thompson;JulTho01;Julianna.Thompson@contoso.com;5;AbeDal01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo112,GroupNo216;
Armani;Carney;ArmCar01;Armani.Carney@contoso.com;5;MorCha01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo28;
Elena;Kelley;EleKel01;Elena.Kelley@contoso.com;5;MigCar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo98;
Jefferson;Chang;JefCha01;Jefferson.Chang@contoso.com;5;JolWit01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo2,GroupNo12,GroupNo36;
Harley;Swanson;HarSwa01;Harley.Swanson@contoso.com;5;BilSha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo30;
Jameson;Bates;JamBat01;Jameson.Bates@contoso.com;5;GraMck01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo218;
Hassan;Wynn;HasWyn01;Hassan.Wynn@contoso.com;5;ZarMar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo45,GroupNo59,GroupNo172;
Kyro;Mckay;KyrMck01;Kyro.Mckay@contoso.com;5;TreHen01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo58,GroupNo201;
Pearl;Mendoza;PeaMen01;Pearl.Mendoza@contoso.com;5;CamHun01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo84;
Arianna;Pugh;AriPug01;Arianna.Pugh@contoso.com;5;DarHol01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo75,GroupNo234;
Keith;Hester;KeiHes01;Keith.Hester@contoso.com;5;MorCha01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo160,GroupNo168;
Kehlani;Gordon;KehGor01;Kehlani.Gordon@contoso.com;5;JayGol01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo18;GroupNo8
Trent;Poole;TrePoo01;Trent.Poole@contoso.com;5;AliTer01;London;England;London;Zaq12wsx;Office license,Domain Users;
Zaria;Cabrera;ZarCab01;Zaria.Cabrera@contoso.com;5;LukGil01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Brett;Dudley;BreDud01;Brett.Dudley@contoso.com;5;AriMor02;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo79,GroupNo174,GroupNo198,GroupNo229;
Caroline;Payne;CarPay01;Caroline.Payne@contoso.com;5;BenHug01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo47,GroupNo85,GroupNo114,GroupNo149;GroupNo6
Martha;Joyner;MarJoy01;Martha.Joyner@contoso.com;5;MarGoo01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Adriana;Le;AdrLe01;Adriana.Le@contoso.com;5;JaeSch01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo182;
Tori;Crane;TorCra01;Tori.Crane@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo57;
Esmeralda;Rocha;EsmRoc01;Esmeralda.Rocha@contoso.com;5;ColWya01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo56,GroupNo73,GroupNo94,GroupNo112,GroupNo178;
Aya;Holman;AyaHol01;Aya.Holman@contoso.com;5;LacLan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo139;
Alexandria;Rodgers;AleRod01;Alexandria.Rodgers@contoso.com;5;JolWit01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo218;
Marcos;Gilmore;MarGil01;Marcos.Gilmore@contoso.com;5;MajRoj01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Cain;Travis;CaiTra01;Cain.Travis@contoso.com;5;HolHam01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo25;
Hadlee;Mcdowell;HadMcd01;Hadlee.Mcdowell@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo124,GroupNo151,GroupNo161;
Celine;Short;CelSho01;Celine.Short@contoso.com;5;ZarMar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo24;
Miller;Curry;MilCur01;Miller.Curry@contoso.com;5;KamUnd01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo40,GroupNo58,GroupNo96,GroupNo142;
Dorothy;Luna;DorLun01;Dorothy.Luna@contoso.com;5;AlaMor01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo75;
Madelyn;Myers;MadMye01;Madelyn.Myers@contoso.com;5;SumNas01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Mathias;Hernandez;MatHer01;Mathias.Hernandez@contoso.com;5;DarHol01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo113,GroupNo162;
Yasmin;Roberts;YasRob01;Yasmin.Roberts@contoso.com;5;EliMad01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo140,GroupNo229;
Amara;Kidd;AmaKid01;Amara.Kidd@contoso.com;5;TayMcl01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo16,GroupNo64;
Brooks;Manning;BroMan01;Brooks.Manning@contoso.com;5;LevRut01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo14,GroupNo215;
Kathleen;Munoz;KatMun01;Kathleen.Munoz@contoso.com;5;KelRay01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo33;GroupNo9
Ezra;Rollins;EzrRol01;Ezra.Rollins@contoso.com;5;MigCar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo43;
Lennox;Wiggins;LenWig01;Lennox.Wiggins@contoso.com;5;ClaSav01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo10,GroupNo97,GroupNo103;
Korbin;Gregory;KorGre01;Korbin.Gregory@contoso.com;5;SaiFly01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo129;
Abel;Clayton;AbeCla01;Abel.Clayton@contoso.com;5;MarWar01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo133,GroupNo164,GroupNo212;
Margo;Rosales;MarRos01;Margo.Rosales@contoso.com;5;AlaMor01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo171;
Kase;Bean;KasBea01;Kase.Bean@contoso.com;5;ReiKau01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo215;
Elliot;Hickman;EllHic01;Elliot.Hickman@contoso.com;5;YahCan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo192;
Ruby;Greene;RubGre01;Ruby.Greene@contoso.com;5;DanFra01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo54,GroupNo167,GroupNo199;
Ari;Stark;AriSta01;Ari.Stark@contoso.com;5;LilTru01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo114,GroupNo136,GroupNo150;
Catalina;Trujillo;CatTru01;Catalina.Trujillo@contoso.com;5;SkyBis01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo102,GroupNo147,GroupNo165;
Saul;Combs;SauCom01;Saul.Combs@contoso.com;5;EliMad01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo60,GroupNo115,GroupNo160;
Stefan;Gilliam;SteGil01;Stefan.Gilliam@contoso.com;5;MalNgu02;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo199;
Ashton;Melton;AshMel01;Ashton.Melton@contoso.com;5;PaiOwe01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo182,GroupNo197,GroupNo225,Developers;
Mylah;Olsen;MylOls01;Mylah.Olsen@contoso.com;5;TayMcl01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo71,GroupNo185;
Koa;Allen;KoaAll01;Koa.Allen@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo99;
Lee;Richardson;LeeRic01;Lee.Richardson@contoso.com;5;NatByr01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo106,GroupNo200;
Odin;Adams;OdiAda01;Odin.Adams@contoso.com;5;MadJen01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo92;
Miley;Perry;MilPer01;Miley.Perry@contoso.com;5;YahCan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo194;
Ace;Stephenson;AceSte01;Ace.Stephenson@contoso.com;5;SkyBis01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo18,GroupNo122;
Franklin;Blackburn;FraBla01;Franklin.Blackburn@contoso.com;5;KieKei01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo75,GroupNo215;GroupNo194
Demi;Sanders;DemSan01;Demi.Sanders@contoso.com;5;LukGil01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo230;
Marlon;Mckay;MarMck01;Marlon.Mckay@contoso.com;5;MarFle01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo202;
Hope;Travis;HopTra01;Hope.Travis@contoso.com;5;JaeSch01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo122,GroupNo141;
Addilyn;Ramsey;AddRam01;Addilyn.Ramsey@contoso.com;5;EveSan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo18,GroupNo29,Domain Users;
Aspen;Casey;AspCas01;Aspen.Casey@contoso.com;5;FinSal01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo48,GroupNo89,GroupNo189;
Graham;Russell;GraRus01;Graham.Russell@contoso.com;5;JaeSch01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo51,GroupNo164,GroupNo208;
Emerald;Carr;EmeCar01;Emerald.Carr@contoso.com;5;YahJim01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo40;
Louisa;Valencia;LouVal01;Louisa.Valencia@contoso.com;5;MarGoo01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo55,GroupNo104,GroupNo146;
Grant;Murray;GraMur01;Grant.Murray@contoso.com;5;SumNas01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo7,GroupNo77;
Juniper;Singleton;JunSin01;Juniper.Singleton@contoso.com;5;AliTer01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo29;
Alani;Mcdowell;AlaMcd01;Alani.Mcdowell@contoso.com;5;TayMcl01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo66;
Lyle;Benton;LylBen01;Lyle.Benton@contoso.com;5;AndBan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo65,GroupNo189;
Skyler;Baird;SkyBai01;Skyler.Baird@contoso.com;5;EliYat01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo48,GroupNo144;
Trinity;Cunningham;TriCun01;Trinity.Cunningham@contoso.com;5;OdiGle01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo42,GroupNo126,GroupNo170;
Kolton;Sharp;KolSha01;Kolton.Sharp@contoso.com;5;KieKei01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo106,GroupNo218;
Millie;Brady;MilBra01;Millie.Brady@contoso.com;5;BilSha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Alistair;Solis;AliSol01;Alistair.Solis@contoso.com;5;DanFra01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo158,GroupNo220;
Melody;Cleveland;MelCle01;Melody.Cleveland@contoso.com;5;AbeDal01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo159,GroupNo216;
Phoenix;Oneill;PhoOne01;Phoenix.Oneill@contoso.com;5;ReiKau01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo109,GroupNo180;
Meadow;Daniel;MeaDan01;Meadow.Daniel@contoso.com;5;AleBra01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,Developers;
Teresa;French;TerFre01;Teresa.French@contoso.com;5;AdrOdo01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo48,GroupNo84;
Ariyah;Arnold;AriArn01;Ariyah.Arnold@contoso.com;5;EveSan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo97;
Pedro;Buckner;PedBuc01;Pedro.Buckner@contoso.com;5;LouFra01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo73,GroupNo141,GroupNo150;
Jericho;Harmon;JerHar01;Jericho.Harmon@contoso.com;5;LinCas01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo18,GroupNo53,GroupNo201,GroupNo232;
Kenzo;Adams;KenAda01;Kenzo.Adams@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo102,GroupNo224;
Grant;Gregory;GraGre01;Grant.Gregory@contoso.com;5;ZarMar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Keaton;Walter;KeaWal01;Keaton.Walter@contoso.com;5;JerPot01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo123,GroupNo178;
Landon;Wiley;LanWil02;Landon.Wiley02@contoso.com;5;EstKin01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo143;
Jaxen;Hawkins;JaxHaw01;Jaxen.Hawkins@contoso.com;5;KenSch01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Koda;Mann;KodMan01;Koda.Mann@contoso.com;5;KieKei01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo26,GroupNo159,Developers;
Cora;Snow;CorSno01;Cora.Snow@contoso.com;5;JayGol01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo131,GroupNo210,Developers;
Kyle;Ramsey;KylRam01;Kyle.Ramsey@contoso.com;5;CalBea01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo55;
Gavin;Estes;GavEst01;Gavin.Estes@contoso.com;5;PaiOwe01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo193;
Yasmin;Hart;YasHar01;Yasmin.Hart@contoso.com;5;TriVin01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo8,GroupNo94;
Aries;Walsh;AriWal01;Aries.Walsh@contoso.com;5;CreHol01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo73,GroupNo135;
Alec;Huffman;AleHuf01;Alec.Huffman@contoso.com;5;MadJen01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo41,GroupNo98,GroupNo180,GroupNo210;
Kora;Lambert;KorLam01;Kora.Lambert@contoso.com;5;AlaMor01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo96,GroupNo119,GroupNo177,GroupNo208;
Jillian;Burt;JilBur01;Jillian.Burt@contoso.com;5;DerStu01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo74;
Samuel;Avery;SamAve01;Samuel.Avery@contoso.com;5;BraMos01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo45,GroupNo170,GroupNo195;
Zahir;Slater;ZahSla01;Zahir.Slater@contoso.com;5;GriFly01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo43;
Dominik;Pennington;DomPen01;Dominik.Pennington@contoso.com;5;RemMci01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo146;
Calvin;Graham;CalGra01;Calvin.Graham@contoso.com;5;CamHun01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo84,GroupNo165;
Nora;Miller;NorMil01;Nora.Miller@contoso.com;5;FinSal01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo138,GroupNo204,GroupNo224;
Aitana;Melton;AitMel01;Aitana.Melton@contoso.com;5;MikEri01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users;
Carolina;Holman;CarHol01;Carolina.Holman@contoso.com;5;MarHen02;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo186,HR;
Marcel;Morrow;MarMor02;Marcel.Morrow02@contoso.com;5;JesCal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo72,GroupNo205;
Dax;Espinoza;DaxEsp01;Dax.Espinoza@contoso.com;5;CalBea01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo52;
Dorian;Cameron;DorCam01;Dorian.Cameron@contoso.com;5;AndKid01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Diana;Valenzuela;DiaVal01;Diana.Valenzuela@contoso.com;5;KelRay01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo172;GroupNo16
Alan;Rogers;AlaRog01;Alan.Rogers@contoso.com;5;IsrSer01;London;England;London;Zaq12wsx;Office license,Domain Users;
Gavin;Robinson;GavRob01;Gavin.Robinson@contoso.com;5;LyrCla01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo82;
Ashton;Medina;AshMed01;Ashton.Medina@contoso.com;5;CalMej01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo23;
Calvin;Wade;CalWad01;Calvin.Wade@contoso.com;5;SerKra01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo16,GroupNo102,GroupNo209;
Paityn;Rasmussen;PaiRas01;Paityn.Rasmussen@contoso.com;5;JayGol01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo169;
Maximus;Casey;MaxCas01;Maximus.Casey@contoso.com;5;GloNav01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo115,GroupNo171,GroupNo187;
Alfred;Baker;AlfBak01;Alfred.Baker@contoso.com;5;LilTru01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo142;
Dior;Sanchez;DioSan01;Dior.Sanchez@contoso.com;5;FriBar01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo134;
Makenzie;Hammond;MakHam01;Makenzie.Hammond@contoso.com;5;LyrCla01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo34,GroupNo174;
Hunter;Guthrie;HunGut01;Hunter.Guthrie@contoso.com;5;KinMor01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo63,GroupNo104;
Bianca;Coffey;BiaCof01;Bianca.Coffey@contoso.com;5;ArtBra01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo172,GroupNo212;
Lea;Jimenez;LeaJim01;Lea.Jimenez@contoso.com;5;EveSan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo101,GroupNo170;
Lionel;Rivas;LioRiv01;Lionel.Rivas@contoso.com;5;AndKid01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo28,GroupNo47;GroupNo96
Augustine;Strickland;AugStr01;Augustine.Strickland@contoso.com;5;ColWya01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo93,GroupNo99,GroupNo131,Domain Users;
Kaysen;Pope;KayPop01;Kaysen.Pope@contoso.com;5;MikEri01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users;
Meredith;Shaffer;MerSha01;Meredith.Shaffer@contoso.com;5;LacLan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo62,GroupNo131,GroupNo143;
Emely;Bauer;EmeBau01;Emely.Bauer@contoso.com;5;AleBra01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo71,GroupNo132;
Heaven;Moore;HeaMoo01;Heaven.Moore@contoso.com;5;JolWit01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;GroupNo32
Wes;Guthrie;WesGut01;Wes.Guthrie@contoso.com;5;MalSam01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo137,GroupNo185;
